Time;SS-RSRP
12:19:19;-119.19
12:19:19;-116.64
12:19:19;-109.53
12:19:19;-117.39
12:19:19;-131.62
12:19:19;-122.36
12:19:19;-106.33
12:19:19;-112.83
12:19:19;-121.02
12:19:19;-121.03
12:19:19;-119.09
12:19:19;-124.86
12:19:19;-120.07
12:19:19;-135.1
12:19:19;-118.49
12:19:19;-112.26
12:19:19;-122.36
12:19:19;-119.02
12:19:19;-105.53
12:19:19;-117.02
12:19:20;-100.9
12:19:20;-111.32
12:19:20;-114.68
12:19:20;-121.05
12:19:20;-119.06
12:19:20;-99.74
12:19:20;-126.48
12:19:20;-115.29
12:19:20;-124.5
12:19:20;-123.39
12:19:20;-115.65
12:19:20;-129.16
12:19:20;-117.5
12:19:20;-116.81
12:19:20;-130.99
12:19:20;-120.38
12:19:20;-104.72
12:19:20;-113.57
12:19:20;-121.7
12:19:20;-131.56
12:19:20;-125.01
12:19:20;-117.92
12:19:20;-118.69
12:19:20;-127.94
12:19:20;-123.35
12:19:20;-110.78
12:19:20;-118.53
12:19:20;-118.07
12:19:20;-106.6
12:19:20;-122.28
12:19:21;-98.62
12:19:21;-116.15
12:19:21;-109.96
12:19:21;-114.24
12:19:21;-112.09
12:19:21;-117.07
12:19:21;-99.85
12:19:21;-135.53
12:19:21;-114.02
12:19:21;-126.87
12:19:21;-122.26
12:19:21;-113.98
12:19:21;-108.68
12:19:21;-115.47
12:19:21;-131.61
12:19:21;-120.5
12:19:21;-101.68
12:19:21;-111.25
12:19:21;-122.14
12:19:21;-120.61
12:19:21;-120.56
12:19:21;-120.88
12:19:21;-117.13
12:19:21;-133.11
12:19:21;-117.23
12:19:21;-109.74
12:19:21;-119.54
12:19:21;-115.62
12:19:21;-103.35
12:19:21;-118.22
12:19:24;-97.58
12:19:24;-112.23
12:19:24;-112.43
12:19:24;-116.58
12:19:24;-114.88
12:19:24;-117.11
12:19:24;-99.28
12:19:24;-133.56
12:19:24;-114.04
12:19:24;-127.17
12:19:24;-124.78
12:19:24;-114.34
12:19:24;-113.33
12:19:24;-116.47
12:19:24;-132.94
12:19:24;-121.15
12:19:24;-102.72
12:19:24;-112.53
12:19:24;-121.73
12:19:24;-126.64
12:19:24;-122.07
12:19:24;-123.67
12:19:24;-117.56
12:19:24;-134.84
12:19:24;-118.51
12:19:24;-111.04
12:19:24;-128.71
12:19:24;-116.75
